Timestamp,Review,Mode,Pre_Lat_ms,Inf_Lat_ms,Post_Lat_ms,Pre_E_mJ,Inf_E_mJ,Post_E_mJ,Pre_Max_V,Pre_Mean_V,Pre_Max_C,Pre_Mean_C,Inf_Max_V,Inf_Mean_V,Inf_Max_C,Inf_Mean_C,Post_Max_V,Post_Mean_V,Post_Max_C,Post_Mean_C,Pre_Pwr_mW,Inf_Pwr_mW,Post_Pwr_mW
2025-09-16 11:22:28,What year did the global recession that followed the financial crisis of 2007 end?,CPU1,9.579896926879883,1112.1265888214111,0.7474422454833984,41.327675342559814,5406.0473482608795,4.042167663574219,5040.0,5040.0,264.0,216.0,5040.0,5022.0,312.0,260.0,5008.0,5004.0,312.0,304.0,4314.0,4861.0,5408.0
2025-09-16 11:22:30,what was a popular club in ibiza that started playing dance and house music?,CPU1,8.496761322021484,885.0607872009277,0.4191398620605469,33.33279466629028,3952.238945245743,2.0990524291992188,5048.0,5048.0,240.0,188.0,5048.0,5028.0,296.0,234.0,5008.0,5008.0,296.0,280.0,3923.0,4465.5,5008.0
2025-09-16 11:22:32,In what century did Martin Luther honor Mary as the Mother of God?,CPU1,7.527351379394531,878.9772987365723,0.46181678771972656,37.69697570800781,3889.4745469093323,1.7743000984191895,5008.0,5008.0,296.0,280.0,5056.0,5032.0,296.0,232.0,5056.0,5056.0,240.0,184.0,5008.0,4425.0,3842.0
2025-09-16 11:22:34,What is the climate like?,CPU1,9.445667266845703,879.4372081756592,0.07081031799316406,45.85871458053589,3928.0062903165817,0.28876447677612305,5016.0,5016.0,288.0,264.0,5048.0,5032.0,288.0,230.0,5048.0,5048.0,248.0,196.0,4855.0,4466.5,4078.0
2025-09-16 11:22:36,How many times has the Queen toured Canada?,CPU1,6.844520568847656,881.3366889953613,0.4627704620361328,31.6832857131958,3940.897004842758,1.996391773223877,5024.0,5024.0,280.0,248.0,5040.0,5030.0,280.0,234.0,5040.0,5036.0,264.0,220.0,4629.0,4471.5,4314.0
2025-09-16 11:22:38,Has Bermuda's constitution ever been amended?,CPU1,7.076025009155273,892.9164409637451,0.06961822509765625,36.625505447387695,4890.503347158432,0.4022541046142578,5016.0,5016.0,296.0,280.0,5016.0,5012.0,352.0,304.0,5008.0,5008.0,352.0,328.0,5176.0,5477.0,5778.0
2025-09-16 11:22:40,What train line connects florida to the south? ,CPU1,10.952472686767578,885.6382369995117,0.46062469482421875,59.41716432571411,4765.619353294373,2.4583539962768555,5016.0,5016.0,296.0,292.0,5016.0,5012.0,296.0,292.0,5008.0,5008.0,296.0,292.0,5425.0,5381.0,5337.0
2025-09-16 11:22:41,What is the name of a show from Northern Ireland broadcast all over the United Kingdom?,CPU1,9.689569473266602,886.0535621643066,0.07414817810058594,44.14567852020264,4222.488250494003,0.36888718605041504,5040.0,5036.0,272.0,236.0,5040.0,5026.0,288.0,254.0,5016.0,5016.0,288.0,272.0,4556.0,4765.5,4975.0
2025-09-16 11:22:43, Why was every Nachlass left behind after Whitehead's death?,CPU1,7.381916046142578,882.469654083252,0.07414817810058594,30.996665477752686,4327.189948797226,0.41582298278808594,5048.0,5044.0,256.0,208.0,5048.0,5024.0,336.0,264.0,5008.0,5004.0,336.0,320.0,4199.0,4903.5,5608.0
2025-09-16 11:22:45,What concerns are raised when thinking about animals digging in the soil for food?,CPU1,6.910562515258789,881.842851638794,0.07152557373046875,32.82517194747925,4373.058701276779,0.3696441650390625,5032.0,5032.0,272.0,240.0,5032.0,5020.0,296.0,264.0,5008.0,5008.0,296.0,288.0,4750.0,4959.0,5168.0
2025-09-16 11:22:47,What is the climate description for the southern half of Namibia?,CPU1,7.274866104125977,886.3425254821777,0.5247592926025391,31.725691080093384,4347.066916227341,2.858888626098633,5040.0,5040.0,256.0,216.0,5040.0,5022.0,312.0,262.0,5008.0,5004.0,312.0,308.0,4361.0,4904.5,5448.0
2025-09-16 11:22:49,The Wii version makes use of what kind of sensors?,CPU1,8.410930633544922,886.3613605499268,0.4718303680419922,38.99307441711426,4109.17126750946,2.187405586242676,5040.0,5036.0,264.0,240.0,5040.0,5036.0,264.0,240.0,5040.0,5036.0,264.0,240.0,4636.0,4636.0,4636.0
2025-09-16 11:22:51,How much many did the Premier League make from selling its internation rights during 2004-07?,CPU1,17.21048355102539,881.6361427307129,0.07390975952148438,92.3858757019043,4182.041043043137,0.30443429946899414,5008.0,5004.0,312.0,308.0,5048.0,5026.0,312.0,254.0,5048.0,5048.0,248.0,200.0,5368.0,4743.5,4119.0
2025-09-16 11:22:53,What are started to be a source of international law in the preamble in The Law of Treaties?,CPU1,5.154132843017578,886.6713047027588,0.47588348388671875,25.683043956756592,4784.478360176086,2.764407157897949,5016.0,5016.0,288.0,272.0,5016.0,5010.0,336.0,298.0,5008.0,5004.0,336.0,324.0,4983.0,5396.0,5809.0
2025-09-16 11:22:55,Where is tourism in Montevideo centered in?,CPU1,11.54327392578125,883.7103843688965,0.072479248046875,69.36353302001953,5190.4729425907135,0.41588592529296875,5000.0,5000.0,352.0,332.0,5008.0,5004.0,352.0,324.0,5008.0,5008.0,328.0,316.0,6009.0,5873.5,5738.0
2025-09-16 11:22:57,What are produced in cell division?,CPU1,8.950471878051758,881.8135261535645,0.07200241088867188,40.706746101379395,4273.268347740173,0.3703804016113281,5032.0,5032.0,264.0,232.0,5032.0,5026.0,288.0,258.0,5024.0,5020.0,288.0,284.0,4548.0,4846.0,5144.0
2025-09-16 11:22:59,What year wasn't Canada united in a confederation?,CPU1,7.525920867919922,879.5373439788818,0.4706382751464844,31.85722303390503,3964.51457798481,2.2505922317504883,5040.0,5040.0,256.0,216.0,5040.0,5028.0,280.0,238.0,5016.0,5016.0,280.0,260.0,4233.0,4507.5,4782.0
2025-09-16 11:23:00,What is the Chinese Faust books an example of?,CPU1,6.874322891235352,880.6760311126709,0.45871734619140625,28.033488750457764,3933.5394929647446,2.2270727157592773,5048.0,5048.0,248.0,200.0,5048.0,5030.0,288.0,234.0,5016.0,5012.0,288.0,268.0,4078.0,4466.5,4855.0
2025-09-16 11:23:02,South Africa's Medicines Act allowed for the generic production of what kind of drugs?,CPU1,12.193679809570312,887.5331878662109,0.07081031799316406,65.66296577453613,5216.476311683655,0.4510617256164551,5024.0,5020.0,296.0,296.0,5024.0,5012.0,432.0,338.0,5008.0,5004.0,432.0,380.0,5385.0,5877.5,6370.0
2025-09-16 11:23:04,What was PlayStation 3's toughest competitor in the video game market?,CPU1,15.14887809753418,895.0471878051758,0.47206878662109375,84.95490837097168,5320.160484313965,2.9645919799804688,5008.0,5008.0,312.0,308.0,5008.0,5002.0,416.0,340.0,5000.0,4996.0,416.0,372.0,5608.0,5944.0,6280.0
2025-09-16 11:23:06,About how many birds are released onto shooting estates every year?,CPU1,7.620096206665039,887.958288192749,0.07033348083496094,31.691980123519897,3693.018520593643,0.29251694679260254,5048.0,5048.0,248.0,204.0,5048.0,5048.0,248.0,204.0,5048.0,5048.0,248.0,204.0,4159.0,4159.0,4159.0
2025-09-16 11:23:08,What term characterizes the intersection of the rites with the Roman Catholic Church?,CPU1,4.224538803100586,882.6508522033691,0.0705718994140625,24.709327459335327,4505.9326004981995,0.30776405334472656,5008.0,5004.0,368.0,340.0,5048.0,5026.0,368.0,278.0,5048.0,5048.0,256.0,216.0,5849.0,5105.0,4361.0
2025-09-16 11:23:10,Why is Yiddish not a dialect of German?,CPU1,8.51297378540039,885.6163024902344,0.06723403930664062,44.06315231323242,4223.061338424683,0.29320764541625977,5016.0,5012.0,296.0,288.0,5048.0,5030.0,296.0,254.0,5048.0,5048.0,256.0,220.0,5176.0,4768.5,4361.0
2025-09-16 11:23:12,According to the institution what leads to inaccurate analysis of the city?  ,CPU1,7.0209503173828125,889.2548084259033,0.07414817810058594,37.24614143371582,4488.513645529747,0.35516977310180664,5016.0,5016.0,288.0,284.0,5032.0,5022.0,288.0,266.0,5032.0,5028.0,272.0,248.0,5305.0,5047.5,4790.0
2025-09-16 11:23:14,In what month in 1944 did the King meet Sir Alan Brooke?,CPU1,8.35728645324707,886.2364292144775,0.43463706970214844,43.257314682006836,4394.846452474594,2.061048984527588,5016.0,5016.0,296.0,288.0,5024.0,5020.0,296.0,272.0,5024.0,5024.0,280.0,256.0,5176.0,4959.0,4742.0
2025-09-16 11:23:16,What type of sources give information regarding total number of enablements?,CPU1,5.241155624389648,889.4929885864258,0.07390975952148438,27.924877166748047,4778.8010811805725,0.40036916732788086,5008.0,5008.0,296.0,292.0,5016.0,5010.0,312.0,298.0,5016.0,5012.0,312.0,304.0,5328.0,5372.5,5417.0
2025-09-16 11:23:17,How are NPOs classified in Canada?,CPU1,11.24119758605957,886.7537975311279,0.07200241088867188,54.294984340667725,4486.087461709976,0.3807487487792969,5032.0,5032.0,272.0,256.0,5032.0,5020.0,296.0,276.0,5008.0,5008.0,296.0,296.0,4830.0,5059.0,5288.0
2025-09-16 11:23:19,What is a chemical that can cause green hue in birds?,CPU1,13.769865036010742,891.4914131164551,0.12874603271484375,76.67060852050781,4963.824188232422,0.71685791015625,5008.0,5008.0,304.0,304.0,5008.0,5004.0,320.0,308.0,5000.0,5000.0,320.0,312.0,5568.0,5568.0,5568.0
2025-09-16 11:23:21,Which cells serve as antigen to lymphocytes?,CPU1,11.321783065795898,995.7396984100342,0.07343292236328125,71.55366897583008,6676.932547688484,0.5207128524780273,5000.0,5000.0,400.0,360.0,5000.0,4998.0,536.0,398.0,5000.0,4996.0,536.0,436.0,6320.0,6705.5,7091.0
2025-09-16 11:23:23,How long was U Wisara on a strike were he refused subsistence ?,CPU1,6.093025207519531,931.9946765899658,0.07295608520507812,37.83159351348877,6309.603960514069,0.5348410606384277,5000.0,5000.0,400.0,360.0,5000.0,4998.0,528.0,398.0,5000.0,4996.0,528.0,436.0,6209.0,6770.0,7331.0
2025-09-16 11:23:25,What are the individual litter canines called?,CPU1,5.775928497314453,930.1548004150391,0.072479248046875,35.169628620147705,6012.98570728302,0.495758056640625,5000.0,5000.0,384.0,352.0,5000.0,4998.0,488.0,382.0,5000.0,4996.0,488.0,412.0,6089.0,6464.5,6840.0
2025-09-16 11:23:27,If you are going to farm in Cork, what should you be aware of?,CPU1,6.40416145324707,915.1029586791992,0.07128715515136719,38.99493908882141,5714.3604254722595,0.45623779296875,5000.0,5000.0,352.0,336.0,5000.0,4998.0,424.0,354.0,5000.0,4996.0,424.0,372.0,6089.0,6244.5,6400.0
2025-09-16 11:23:29,When did Brazil pass a new Constitution?,CPU1,6.741523742675781,932.0180416107178,0.44465065002441406,42.87609100341797,6114.038352966309,3.005838394165039,5000.0,4996.0,408.0,372.0,5000.0,4996.0,496.0,392.0,5000.0,4996.0,496.0,412.0,6360.0,6560.0,6760.0
2025-09-16 11:23:31,How many binary borane hydrides are known?,CPU1,4.338264465332031,896.6372013092041,0.07534027099609375,27.244300842285156,5630.881624221802,0.47313690185546875,5000.0,4996.0,400.0,364.0,5000.0,4996.0,400.0,364.0,5000.0,4996.0,400.0,364.0,6280.0,6280.0,6280.0
2025-09-16 11:23:33,Who still practices persistence hunting?,CPU1,5.232810974121094,891.0443782806396,0.07414817810058594,29.56014919281006,5265.1812312603,0.45742011070251465,5008.0,5004.0,336.0,324.0,5008.0,5004.0,392.0,340.0,5008.0,5004.0,392.0,356.0,5649.0,5909.0,6169.0
2025-09-16 11:23:35,How long did two systems run on a trial basis for?,CPU1,5.306720733642578,882.9457759857178,0.0705718994140625,31.415786743164062,4695.94710958004,0.3328876495361328,5000.0,5000.0,376.0,348.0,5032.0,5016.0,376.0,298.0,5032.0,5032.0,272.0,248.0,5920.0,5318.5,4717.0
2025-09-16 11:23:37,What year saw the founding of Kathmandu's fire department?,CPU1,8.75401496887207,881.6895484924316,0.43892860412597656,43.98017120361328,4322.923856258392,2.09895658493042,5024.0,5020.0,288.0,264.0,5024.0,5020.0,288.0,260.0,5024.0,5020.0,280.0,256.0,5024.0,4903.0,4782.0
2025-09-16 11:23:39,How long is the term for council members?,CPU1,7.49516487121582,879.5802593231201,0.07224082946777344,38.85493469238281,4503.450927734375,0.3652496337890625,5016.0,5016.0,288.0,280.0,5016.0,5016.0,288.0,278.0,5016.0,5016.0,288.0,276.0,5184.0,5120.0,5056.0
2025-09-16 11:23:41,What is Galicia is poetically known as?,CPU1,7.985115051269531,879.5111179351807,0.06699562072753906,33.85688781738281,3967.4746530056,0.3203730583190918,5040.0,5040.0,256.0,216.0,5040.0,5028.0,280.0,238.0,5016.0,5016.0,280.0,260.0,4240.0,4511.0,4782.0
2025-09-16 11:23:42,What has happened to DRAM's since they were created?,CPU1,6.7195892333984375,885.4587078094482,0.072479248046875,29.84841537475586,4520.709432721138,0.4181327819824219,5040.0,5040.0,256.0,220.0,5040.0,5022.0,360.0,278.0,5008.0,5004.0,360.0,336.0,4442.0,5105.5,5769.0
2025-09-16 11:23:44,What land does Ocarina serve to protect?,CPU1,8.491039276123047,886.9099617004395,0.06961822509765625,42.039135456085205,4895.742988586426,0.4239053726196289,5024.0,5024.0,280.0,264.0,5024.0,5014.0,392.0,310.0,5008.0,5004.0,392.0,356.0,4951.0,5520.0,6089.0
2025-09-16 11:23:46,Where in France were plundered artifacts brought in an effort to create a great central museum?,CPU1,10.01596450805664,883.7137222290039,0.07295608520507812,49.58904027938843,4577.195224285126,0.3945465087890625,5032.0,5028.0,288.0,256.0,5032.0,5014.0,304.0,280.0,5000.0,5000.0,304.0,304.0,4951.0,5179.5,5408.0
2025-09-16 11:23:48,When did automakers start using electroluminescent technology to backlight gauges?,CPU1,10.091066360473633,879.1635036468506,0.07295608520507812,40.404629707336426,3520.1706686019897,0.2921161651611328,5048.0,5048.0,248.0,196.0,5048.0,5048.0,248.0,196.0,5048.0,5048.0,248.0,196.0,4004.0,4004.0,4004.0
2025-09-16 11:23:50,Was Evatt for or against nationalizing the banking system in Australia?,CPU1,11.713743209838867,880.1023960113525,0.45371055603027344,58.75613594055176,4019.8676937818527,1.8688337802886963,5008.0,5008.0,296.0,280.0,5048.0,5028.0,296.0,240.0,5048.0,5048.0,248.0,200.0,5016.0,4567.5,4119.0
2025-09-16 11:23:52,What countries have an even higher rate of income disparity than Namibia?,CPU1,8.159637451171875,880.7742595672607,0.07319450378417969,42.234283447265625,4424.129105806351,0.3564572334289551,5016.0,5012.0,288.0,284.0,5032.0,5022.0,288.0,270.0,5032.0,5032.0,280.0,256.0,5176.0,5023.0,4870.0
2025-09-16 11:23:54,What document contradicts the Cyber Security Strategy?,CPU1,9.937047958374023,891.9718265533447,0.07033348083496094,49.51630997657776,4232.852302908897,0.3170633316040039,5024.0,5024.0,280.0,256.0,5032.0,5028.0,280.0,246.0,5032.0,5032.0,272.0,236.0,4983.0,4745.5,4508.0
2025-09-16 11:23:56,What do friendlies allow managers to experiment with?,CPU1,7.857799530029297,882.4455738067627,0.07271766662597656,35.477964878082275,4120.138384103775,0.35071730613708496,5032.0,5032.0,272.0,232.0,5032.0,5026.0,280.0,244.0,5024.0,5020.0,280.0,256.0,4515.0,4669.0,4823.0
2025-09-16 11:23:58,What is the name of the coach terminus in Melbourne?,CPU1,6.665468215942383,881.4582824707031,0.07104873657226562,30.367873191833496,4324.4343338012695,0.3734321594238281,5040.0,5036.0,264.0,232.0,5040.0,5026.0,288.0,258.0,5016.0,5016.0,288.0,284.0,4556.0,4906.0,5256.0
2025-09-16 11:23:59,How many homes does PGW serve?,CPU1,6.831884384155273,880.3207874298096,0.07224082946777344,28.14053177833557,3985.212204694748,0.3565084934234619,5048.0,5048.0,248.0,200.0,5048.0,5032.0,288.0,236.0,5016.0,5016.0,288.0,272.0,4119.0,4527.0,4935.0
2025-09-16 11:24:01,When was Yale Law School closed?,CPU1,8.569717407226562,879.6279430389404,0.46133995056152344,34.2617301940918,3928.8582075834274,2.276712656021118,5048.0,5048.0,248.0,196.0,5048.0,5030.0,288.0,234.0,5016.0,5012.0,288.0,272.0,3998.0,4466.5,4935.0
2025-09-16 11:24:03,In the writings of Rummel, what is the first and ordinary meaning of genocide?,CPU1,8.349180221557617,879.7037601470947,0.42128562927246094,34.390273332595825,4049.7162598371506,2.1435012817382812,5048.0,5048.0,248.0,192.0,5048.0,5028.0,296.0,234.0,5008.0,5008.0,296.0,276.0,4119.0,4603.5,5088.0
2025-09-16 11:24:05,How did Goring expect to regain prestige?,CPU1,9.931325912475586,879.6403408050537,0.07390975952148438,42.50607490539551,3764.86065864563,0.3163337707519531,5048.0,5048.0,264.0,208.0,5048.0,5048.0,264.0,208.0,5048.0,5048.0,264.0,208.0,4280.0,4280.0,4280.0
2025-09-16 11:24:07,How many days on average does NYC get sunshine annually?,CPU1,7.126331329345703,883.4035396575928,0.4591941833496094,36.25877380371094,4066.7481948137283,1.891420841217041,5008.0,5008.0,296.0,284.0,5048.0,5028.0,296.0,242.0,5048.0,5048.0,248.0,200.0,5088.0,4603.5,4119.0
2025-09-16 11:24:09,How many Nobel Prizes have been won by IBM employees?,CPU1,8.773565292358398,881.8583488464355,0.4296302795410156,42.314905405044556,4082.12229681015,1.9054102897644043,5016.0,5016.0,280.0,260.0,5040.0,5028.0,280.0,242.0,5040.0,5040.0,264.0,224.0,4823.0,4629.0,4435.0
2025-09-16 11:24:11,What is the name of a fine art institution on the campus of KU?,CPU1,6.360530853271484,880.8901309967041,0.07152557373046875,29.188476085662842,4024.3465634584427,0.3252983093261719,5032.0,5028.0,280.0,244.0,5032.0,5030.0,280.0,242.0,5032.0,5032.0,272.0,240.0,4589.0,4568.5,4548.0
2025-09-16 11:24:13,What old form of accounting was created during the late 13th and early 14th centuries?,CPU1,7.467031478881836,880.0289630889893,0.07295608520507812,33.36269664764404,4070.1339542865753,0.3488759994506836,5032.0,5032.0,264.0,232.0,5032.0,5028.0,280.0,244.0,5024.0,5024.0,280.0,256.0,4468.0,4625.0,4782.0
